EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS ALUMINUM                                                           
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 13, 27);   avgA =  27.000; amuM= 26.978; avgM= 25.130
 targ= ordina; ttarg(rl)=0.01315; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.540  6.008  1.14   28.65  -71.94   55.13    0.00  -16.81  1.938
   9.863  0.899  1.01   34.82  -74.25   51.60    0.00  -22.65 1.788E+04

  10.540  6.182  1.20   27.96  -71.28   54.55    0.00  -16.73  1.964
   9.826  0.899  1.02   33.99  -73.65   51.11    0.00  -22.54 1.414E+04

  10.540  6.362  1.27   26.92  -70.35   53.74    0.00  -16.61  2.009
   9.786  0.898  1.02   32.73  -72.80   50.43    0.00  -22.38 1.117E+04

  10.540  6.548  1.34   25.96  -69.35   52.87    0.00  -16.48  2.049
   9.744  0.897  1.03   31.57  -71.89   49.68    0.00  -22.21 8.796E+03

  10.540  6.741  1.41   25.09  -68.32   51.88    0.00  -16.45  2.080
   9.700  0.897  1.04   30.52  -70.95   48.81    0.00  -22.13 6.920E+03

  10.540  6.939  1.49   24.35  -67.23   50.88    0.00  -16.35  2.102
   9.654  0.897  1.05   29.63  -69.94   47.94    0.00  -22.01 5.428E+03

  10.540  7.145  1.57   23.48  -65.98   49.71    0.00  -16.26  2.130
   9.605  0.896  1.06   28.58  -68.79   46.90    0.00  -21.88 4.251E+03

  10.540  7.358  1.66   22.76  -64.74   48.53    0.00  -16.22  2.144
   9.554  0.896  1.07   27.71  -67.65   45.84    0.00  -21.81 3.322E+03

  10.540  7.579  1.75   21.75  -63.18   47.06    0.00  -16.12  2.176
   9.499  0.895  1.08   26.49  -66.20   44.52    0.00  -21.67 2.595E+03

  10.540  7.807  1.84   20.94  -61.70   45.61    0.00  -16.09  2.190
   9.442  0.895  1.10   25.51  -64.83   43.21    0.00  -21.62 2.024E+03

  10.540  8.044  1.95   19.96  -59.99   43.95    0.00  -16.04  2.213
   9.381  0.895  1.11   24.33  -63.24   41.70    0.00  -21.54 1.577E+03

  10.540  8.290  2.05   19.22  -58.39   42.38    0.00  -16.00  2.217
   9.318  0.895  1.12   23.43  -61.74   40.26    0.00  -21.48 1.226E+03

  10.540  8.545  2.16   18.18  -56.48   40.47    0.00  -16.01  2.238
   9.250  0.894  1.14   22.18  -59.97   38.51    0.00  -21.46 9.548E+02

  10.540  8.811  2.28   17.26  -54.60   38.59    0.00  -16.01  2.248
   9.179  0.894  1.15   21.06  -58.21   36.77    0.00  -21.43 7.424E+02

  10.540  9.086  2.41   16.31  -52.61   36.63    0.00  -15.97  2.257
   9.104  0.894  1.17   19.92  -56.33   34.95    0.00  -21.38 5.772E+02

  10.540  9.373  2.54   15.37  -50.56   34.61    0.00  -15.95  2.263
   9.025  0.893  1.18   18.78  -54.41   33.07    0.00  -21.33 4.488E+02

  10.540  9.671  2.68   14.36  -48.55   32.56    0.00  -16.00  2.264
   8.942  0.893  1.20   17.58  -52.52   31.15    0.00  -21.37 3.491E+02

  10.540  9.983  2.83   13.48  -46.46   30.41    0.00  -16.05  2.268
   8.854  0.893  1.22   16.49  -50.55   29.14    0.00  -21.40 2.721E+02

  10.540 10.307  2.98   12.58  -44.36   28.32    0.00  -16.04  2.263
   8.762  0.893  1.24   15.40  -48.57   27.18    0.00  -21.39 2.119E+02

  10.540 10.646  3.14   11.61  -42.25   26.14    0.00  -16.11  2.264
   8.664  0.893  1.26   14.21  -46.57   25.13    0.00  -21.44 1.656E+02

  10.540 11.000  3.32   10.70  -40.16   24.06    0.00  -16.10  2.262
   8.561  0.893  1.28   13.11  -44.58   23.16    0.00  -21.42 1.292E+02

  10.540 11.370  3.50    9.77  -38.14   21.97    0.00  -16.17  2.261
   8.452  0.892  1.30   11.98  -42.66   21.18    0.00  -21.47 1.011E+02

  10.540 11.759  3.69    8.91  -36.11   20.00    0.00  -16.11  2.259
   8.337  0.892  1.33   10.93  -40.71   19.31    0.00  -21.40 7.903E+01

  10.540 12.167  3.89    8.09  -34.24   18.12    0.00  -16.12  2.254
   8.216  0.892  1.35    9.94  -38.92   17.53    0.00  -21.39 6.178E+01

  10.540 12.595  4.10    7.36  -32.56   16.41    0.00  -16.15  2.244
   8.089  0.892  1.38    9.05  -37.29   15.90    0.00  -21.39 4.815E+01

  10.540 13.046  4.33    6.64  -30.82   14.76    0.00  -16.06  2.240
   7.954  0.892  1.41    8.16  -35.60   14.33    0.00  -21.27 3.757E+01

  10.540 13.521  4.56    5.98  -29.21   13.26    0.00  -15.95  2.233
   7.812  0.892  1.44    7.37  -34.03   12.89    0.00  -21.14 2.923E+01

  10.540 14.024  4.81    5.41  -27.81   11.92    0.00  -15.89  2.221
   7.663  0.892  1.46    6.67  -32.64   11.61    0.00  -21.04 2.265E+01

  10.540 14.556  5.08    4.86  -26.44   10.66    0.00  -15.77  2.212
   7.505  0.892  1.50    6.00  -31.29   10.41    0.00  -20.88 1.753E+01

  10.540 15.121  5.36    4.36  -25.16    9.51    0.00  -15.64  2.205
   7.338  0.891  1.53    5.38  -30.00    9.30    0.00  -20.70 1.354E+01

  10.540 15.722  5.65    3.93  -24.01    8.52    0.00  -15.49  2.191
   7.163  0.891  1.57    4.86  -28.84    8.34    0.00  -20.50 1.038E+01

  10.540 16.364  5.96    3.51  -22.86    7.58    0.00  -15.29  2.182
   6.977  0.891  1.61    4.35  -27.68    7.44    0.00  -20.24 7.966E+00

  10.540 17.051  6.28    3.16  -21.84    6.76    0.00  -15.09  2.168
   6.782  0.891  1.65    3.91  -26.63    6.65    0.00  -19.98 6.072E+00

  10.540 17.790  6.63    2.83  -20.94    6.01    0.00  -14.93  2.153
   6.576  0.891  1.69    3.51  -25.69    5.93    0.00  -19.76 4.619E+00

  10.540 18.587  6.99    2.53  -19.99    5.32    0.00  -14.67  2.139
   6.358  0.891  1.74    3.14  -24.70    5.26    0.00  -19.45 3.510E+00

  10.540 19.450  7.37    2.27  -19.19    4.71    0.00  -14.48  2.119
   6.129  0.891  1.78    2.82  -23.85    4.67    0.00  -19.19 2.655E+00

  10.540 20.391  7.78    2.02  -18.37    4.15    0.00  -14.22  2.098
   5.887  0.891  1.84    2.52  -22.99    4.12    0.00  -18.87 2.008E+00

  10.540 21.423  8.20    1.80  -17.63    3.64    0.00  -13.99  2.073
   5.632  0.891  1.89    2.25  -22.19    3.63    0.00  -18.57 1.516E+00

  10.540 22.560  8.65    1.61  -16.90    3.17    0.00  -13.73  2.044
   5.363  0.891  1.94    2.00  -21.41    3.18    0.00  -18.23 1.144E+00

  10.540 23.826  9.13    1.43  -16.21    2.76    0.00  -13.45  2.007
   5.080  0.891  2.00    1.78  -20.66    2.77    0.00  -17.88 8.624E-01

  10.540 25.246  9.62    1.26  -15.54    2.37    0.00  -13.17  1.967
   4.780  0.890  2.07    1.58  -19.92    2.39    0.00  -17.53 6.537E-01

  10.540 26.857 10.15    1.12  -15.05    2.03    0.00  -13.02  1.917
   4.465  0.891  2.13    1.40  -19.40    2.06    0.00  -17.34 4.937E-01

  10.540 28.709 10.71    0.99  -15.97    1.72    0.00  -14.24  1.858
   4.132  0.890  2.20    1.24  -20.53    1.76    0.00  -18.77 3.741E-01

  10.540  5.673  1.03   38.52  -74.74   57.18    0.00  -17.56  1.499
   9.946  0.921  0.97   46.60  -76.81   53.20    0.00  -23.61 2.860E+04

  10.540  5.835  1.08   37.32  -74.33   56.88    0.00  -17.44  1.538
   9.913  0.920  0.97   45.16  -76.44   52.99    0.00  -23.45 2.270E+04

  10.540  6.004  1.14   36.02  -73.80   56.47    0.00  -17.33  1.582
   9.878  0.919  0.98   43.58  -75.97   52.68    0.00  -23.29 1.797E+04

  10.540  6.177  1.20   34.71  -73.16   55.96    0.00  -17.20  1.625
   9.841  0.918  0.99   42.02  -75.39   52.27    0.00  -23.12 1.420E+04

  10.540  6.357  1.27   34.01  -72.58   55.43    0.00  -17.14  1.643
   9.803  0.919  0.99   41.17  -74.86   51.84    0.00  -23.02 1.119E+04

  10.540  6.542  1.34   32.82  -71.76   54.74    0.00  -17.02  1.681
   9.762  0.918  1.00   39.73  -74.12   51.25    0.00  -22.87 8.802E+03

  10.540  6.734  1.41   31.77  -70.85   53.96    0.00  -16.90  1.711
   9.719  0.917  1.01   38.47  -73.30   50.59    0.00  -22.71 6.907E+03

  10.540  6.932  1.49   30.87  -69.97   53.09    0.00  -16.88  1.732
   9.674  0.917  1.01   37.39  -72.49   49.84    0.00  -22.65 5.409E+03

  10.540  7.137  1.57   29.75  -68.88   52.07    0.00  -16.80  1.763
   9.626  0.917  1.02   36.04  -71.48   48.94    0.00  -22.53 4.228E+03

  10.540  7.350  1.66   28.48  -67.60   50.91    0.00  -16.69  1.799
   9.575  0.916  1.03   34.52  -70.30   47.92    0.00  -22.38 3.299E+03

  10.540  7.570  1.75   27.54  -66.33   49.74    0.00  -16.59  1.818
   9.522  0.916  1.04   33.38  -69.13   46.87    0.00  -22.26 2.567E+03

  10.540  7.797  1.84   26.52  -64.98   48.41    0.00  -16.57  1.837
   9.466  0.915  1.05   32.16  -67.88   45.68    0.00  -22.19 1.996E+03

  10.540  8.033  1.95   25.51  -63.52   46.97    0.00  -16.54  1.853
   9.407  0.915  1.06   30.95  -66.52   44.38    0.00  -22.14 1.550E+03

  10.540  8.278  2.05   24.55  -61.93   45.47    0.00  -16.46  1.863
   9.345  0.915  1.07   29.79  -65.05   43.02    0.00  -22.03 1.201E+03

  10.540  8.532  2.16   23.40  -60.24   43.77    0.00  -16.47  1.881
   9.279  0.915  1.08   28.41  -63.47   41.47    0.00  -22.01 9.312E+02

  10.540  8.796  2.28   22.17  -58.32   41.94    0.00  -16.38  1.903
   9.209  0.914  1.09   26.92  -61.69   39.78    0.00  -21.90 7.216E+02

  10.540  9.070  2.41   21.11  -56.50   40.11    0.00  -16.39  1.911
   9.136  0.914  1.11   25.65  -59.98   38.10    0.00  -21.88 5.582E+02

  10.540  9.356  2.54   20.03  -54.52   38.20    0.00  -16.31  1.918
   9.059  0.914  1.12   24.35  -58.12   36.34    0.00  -21.79 4.317E+02

  10.540  9.652  2.68   18.78  -52.43   36.10    0.00  -16.33  1.933
   8.977  0.913  1.13   22.85  -56.16   34.39    0.00  -21.78 3.345E+02

  10.540  9.962  2.83   17.63  -50.34   34.01    0.00  -16.33  1.940
   8.891  0.913  1.15   21.46  -54.20   32.44    0.00  -21.76 2.590E+02

  10.540 10.284  2.98   16.57  -48.29   31.94    0.00  -16.35  1.938
   8.801  0.913  1.16   20.17  -52.27   30.50    0.00  -21.77 2.005E+02

  10.540 10.620  3.14   15.35  -46.11   29.71    0.00  -16.40  1.947
   8.705  0.913  1.18   18.70  -50.21   28.42    0.00  -21.79 1.557E+02

  10.540 10.972  3.32   14.19  -43.88   27.53    0.00  -16.35  1.951
   8.604  0.913  1.20   17.30  -48.11   26.37    0.00  -21.74 1.209E+02

  10.540 11.340  3.50   13.11  -41.83   25.41    0.00  -16.41  1.950
   8.498  0.913  1.22   15.99  -46.16   24.38    0.00  -21.78 9.390E+01

  10.540 11.725  3.69   12.04  -39.76   23.34    0.00  -16.41  1.950
   8.386  0.912  1.23   14.70  -44.19   22.42    0.00  -21.77 7.293E+01

  10.540 12.129  3.89   11.03  -37.79   21.35    0.00  -16.44  1.947
   8.268  0.912  1.25   13.47  -42.31   20.54    0.00  -21.77 5.662E+01

  10.540 12.553  4.10   10.03  -35.82   19.43    0.00  -16.39  1.949
   8.143  0.912  1.28   12.26  -40.41   18.72    0.00  -21.69 4.397E+01

  10.540 12.999  4.33    9.08  -33.95   17.59    0.00  -16.36  1.951
   8.011  0.912  1.30   11.10  -38.62   16.98    0.00  -21.64 3.416E+01

  10.540 13.469  4.56    8.21  -32.22   15.90    0.00  -16.32  1.951
   7.872  0.912  1.32   10.05  -36.94   15.37    0.00  -21.56 2.647E+01

  10.540 13.966  4.81    7.44  -30.57   14.37    0.00  -16.20  1.945
   7.726  0.912  1.35    9.12  -35.33   13.92    0.00  -21.41 2.043E+01

  10.540 14.491  5.08    6.73  -29.07   12.96    0.00  -16.11  1.940
   7.572  0.912  1.37    8.25  -33.85   12.57    0.00  -21.29 1.573E+01

  10.540 15.049  5.36    6.06  -27.62   11.64    0.00  -15.98  1.938
   7.409  0.912  1.40    7.44  -32.42   11.31    0.00  -21.11 1.209E+01

  10.540 15.641  5.65    5.44  -26.28   10.44    0.00  -15.84  1.935
   7.237  0.911  1.43    6.69  -31.09   10.16    0.00  -20.93 9.272E+00

  10.540 16.272  5.96    4.90  -25.05    9.37    0.00  -15.68  1.929
   7.056  0.911  1.46    6.03  -29.85    9.14    0.00  -20.71 7.073E+00

  10.540 16.947  6.28    4.41  -23.89    8.39    0.00  -15.50  1.924
   6.865  0.911  1.49    5.43  -28.68    8.20    0.00  -20.48 5.380E+00

  10.540 17.672  6.63    3.95  -22.76    7.49    0.00  -15.27  1.920
   6.663  0.911  1.53    4.87  -27.53    7.33    0.00  -20.20 4.085E+00

  10.540 18.452  6.99    3.55  -21.80    6.69    0.00  -15.11  1.909
   6.451  0.911  1.56    4.38  -26.54    6.57    0.00  -19.97 3.084E+00

  10.540 19.297  7.37    3.16  -20.85    5.93    0.00  -14.92  1.904
   6.226  0.911  1.60    3.91  -25.55    5.84    0.00  -19.72 2.332E+00

  10.540 20.214  7.78    2.83  -19.97    5.27    0.00  -14.70  1.892
   5.990  0.911  1.64    3.50  -24.63    5.19    0.00  -19.43 1.754E+00

  10.540 21.218  8.20    2.51  -19.10    4.63    0.00  -14.46  1.881
   5.740  0.911  1.69    3.11  -23.72    4.58    0.00  -19.13 1.323E+00

  10.540 22.321  8.65    2.23  -18.28    4.07    0.00  -14.22  1.865
   5.477  0.911  1.73    2.76  -22.85    4.03    0.00  -18.82 9.951E-01

  10.540 23.545  9.13    1.97  -17.52    3.55    0.00  -13.97  1.844
   5.200  0.911  1.78    2.45  -22.04    3.53    0.00  -18.51 7.484E-01

  10.540 24.912  9.62    1.73  -16.75    3.06    0.00  -13.69  1.822
   4.907  0.910  1.83    2.15  -21.21    3.06    0.00  -18.15 5.654E-01

  10.540 26.456 10.15    1.51  -16.14    2.62    0.00  -13.52  1.794
   4.598  0.910  1.88    1.88  -20.57    2.63    0.00  -17.94 4.280E-01

  10.540 28.222 10.71    1.32  -16.91    2.23    0.00  -14.68  1.757
   4.273  0.910  1.93    1.65  -21.54    2.25    0.00  -19.29 3.239E-01

  10.540  5.669  1.03   52.08  -76.09   57.99    0.00  -18.10  1.000
   9.959  0.942  0.94   62.72  -78.07   53.80    0.00  -24.27 2.872E+04

  10.540  5.832  1.08   49.38  -75.75   57.78    0.00  -17.97  1.000
   9.926  0.940  0.95   59.48  -77.77   53.68    0.00  -24.09 2.278E+04

  10.540  5.999  1.14   47.82  -75.39   57.53    0.00  -17.86  1.217
   9.892  0.939  0.95   57.60  -77.44   53.51    0.00  -23.94 1.802E+04

  10.540  6.173  1.20   47.32  -75.04   57.26    0.00  -17.78  1.224
   9.857  0.940  0.96   56.99  -77.13   53.31    0.00  -23.82 1.421E+04

  10.540  6.352  1.27   45.59  -74.51   56.81    0.00  -17.70  1.260
   9.819  0.939  0.96   54.90  -76.66   52.96    0.00  -23.70 1.119E+04

  10.540  6.537  1.34   44.01  -73.86   56.29    0.00  -17.57  1.292
   9.779  0.938  0.97   53.01  -76.07   52.54    0.00  -23.53 8.789E+03

  10.540  6.728  1.41   42.62  -73.17   55.65    0.00  -17.52  1.318
   9.737  0.938  0.97   51.34  -75.44   52.00    0.00  -23.44 6.889E+03

  10.540  6.926  1.49   40.72  -72.27   54.88    0.00  -17.38  1.360
   9.692  0.937  0.98   49.07  -74.61   51.35    0.00  -23.26 5.386E+03

  10.540  7.130  1.57   39.96  -71.47   54.13    0.00  -17.34  1.367
   9.646  0.937  0.99   48.15  -73.89   50.70    0.00  -23.19 4.198E+03

  10.540  7.342  1.66   38.14  -70.34   53.14    0.00  -17.20  1.405
   9.596  0.936  0.99   45.98  -72.85   49.84    0.00  -23.01 3.269E+03

  10.540  7.561  1.75   36.84  -69.20   52.10    0.00  -17.10  1.426
   9.544  0.936  1.00   44.42  -71.80   48.93    0.00  -22.87 2.538E+03

  10.540  7.788  1.84   35.45  -67.98   50.94    0.00  -17.04  1.448
   9.489  0.935  1.01   42.75  -70.67   47.89    0.00  -22.78 1.968E+03

  10.540  8.023  1.95   34.04  -66.63   49.63    0.00  -17.00  1.469
   9.431  0.935  1.02   41.07  -69.42   46.72    0.00  -22.70 1.524E+03

  10.540  8.267  2.05   32.71  -65.17   48.21    0.00  -16.96  1.485
   9.370  0.935  1.02   39.48  -68.07   45.44    0.00  -22.63 1.179E+03

  10.540  8.520  2.16   31.52  -63.68   46.73    0.00  -16.95  1.493
   9.306  0.935  1.03   38.04  -66.69   44.09    0.00  -22.59 9.097E+02

  10.540  8.782  2.28   30.10  -61.97   45.11    0.00  -16.85  1.509
   9.238  0.934  1.04   36.34  -65.09   42.62    0.00  -22.47 7.015E+02

  10.540  9.055  2.41   28.56  -60.15   43.35    0.00  -16.80  1.528
   9.166  0.934  1.05   34.51  -63.39   41.00    0.00  -22.38 5.408E+02

  10.540  9.339  2.54   27.34  -58.35   41.57    0.00  -16.78  1.531
   9.091  0.934  1.06   33.04  -61.71   39.37    0.00  -22.35 4.162E+02

  10.540  9.634  2.68   25.79  -56.35   39.60    0.00  -16.75  1.545
   9.011  0.934  1.07   31.18  -59.84   37.55    0.00  -22.29 3.208E+02

  10.540  9.942  2.83   24.36  -54.31   37.61    0.00  -16.71  1.554
   8.927  0.934  1.08   29.47  -57.93   35.71    0.00  -22.23 2.469E+02

  10.540 10.262  2.98   22.79  -52.25   35.48    0.00  -16.78  1.566
   8.838  0.933  1.09   27.58  -55.99   33.73    0.00  -22.27 1.904E+02

  10.540 10.596  3.14   21.45  -50.11   33.40    0.00  -16.71  1.567
   8.745  0.933  1.11   25.98  -53.98   31.80    0.00  -22.18 1.466E+02

  10.540 10.945  3.32   19.89  -47.88   31.18    0.00  -16.70  1.577
   8.646  0.933  1.12   24.10  -51.88   29.72    0.00  -22.16 1.132E+02

  10.540 11.310  3.50   18.43  -45.66   28.99    0.00  -16.68  1.582
   8.542  0.933  1.13   22.35  -49.79   27.67    0.00  -22.12 8.741E+01

  10.540 11.692  3.69   16.96  -43.54   26.79    0.00  -16.75  1.590
   8.432  0.932  1.15   20.57  -47.77   25.61    0.00  -22.16 6.758E+01

  10.540 12.093  3.89   15.70  -41.44   24.75    0.00  -16.70  1.586
   8.317  0.933  1.16   19.06  -45.78   23.68    0.00  -22.10 5.208E+01

  10.540 12.513  4.10   14.38  -39.41   22.71    0.00  -16.70  1.589
   8.195  0.932  1.18   17.47  -43.84   21.77    0.00  -22.08 4.020E+01

  10.540 12.955  4.33   13.09  -37.41   20.73    0.00  -16.67  1.594
   8.066  0.932  1.20   15.91  -41.92   19.90    0.00  -22.02 3.104E+01

  10.540 13.420  4.56   11.89  -35.46   18.88    0.00  -16.59  1.598
   7.930  0.932  1.21   14.46  -40.05   18.15    0.00  -21.91 2.392E+01

  10.540 13.911  4.81   10.81  -33.71   17.16    0.00  -16.55  1.598
   7.787  0.932  1.23   13.16  -38.36   16.52    0.00  -21.84 1.839E+01

  10.540 14.430  5.08    9.79  -32.00   15.56    0.00  -16.45  1.599
   7.636  0.932  1.25   11.93  -36.70   15.00    0.00  -21.70 1.411E+01

  10.540 14.980  5.36    8.80  -30.35   14.04    0.00  -16.31  1.606
   7.476  0.931  1.27   10.74  -35.08   13.56    0.00  -21.52 1.082E+01

  10.540 15.564  5.65    7.95  -28.89   12.67    0.00  -16.22  1.607
   7.308  0.931  1.30    9.70  -33.64   12.26    0.00  -21.38 8.261E+00

  10.540 16.186  5.96    7.18  -27.51   11.44    0.00  -16.06  1.605
   7.131  0.931  1.32    8.78  -32.27   11.09    0.00  -21.17 6.277E+00

  10.540 16.850  6.28    6.47  -26.18   10.30    0.00  -15.88  1.606
   6.944  0.931  1.34    7.91  -30.94   10.00    0.00  -20.94 4.758E+00

  10.540 17.561  6.63    5.83  -24.97    9.27    0.00  -15.70  1.604
   6.747  0.931  1.37    7.14  -29.72    9.02    0.00  -20.71 3.593E+00

  10.540 18.326  6.99    5.23  -23.86    8.31    0.00  -15.55  1.603
   6.539  0.931  1.40    6.42  -28.59    8.10    0.00  -20.49 2.708E+00

  10.540 19.153  7.37    4.67  -22.76    7.42    0.00  -15.34  1.606
   6.319  0.931  1.43    5.73  -27.47    7.25    0.00  -20.22 2.039E+00

  10.540 20.049  7.78    4.18  -21.74    6.62    0.00  -15.12  1.601
   6.088  0.931  1.46    5.14  -26.43    6.48    0.00  -19.95 1.528E+00

  10.540 21.027  8.20    3.72  -20.77    5.87    0.00  -14.90  1.597
   5.844  0.931  1.49    4.59  -25.43    5.77    0.00  -19.66 1.145E+00

  10.540 22.100  8.65    3.29  -19.86    5.17    0.00  -14.69  1.595
   5.586  0.931  1.53    4.05  -24.48    5.09    0.00  -19.39 8.607E-01

  10.540 23.285  9.13    2.90  -18.98    4.53    0.00  -14.45  1.586
   5.315  0.931  1.56    3.59  -23.56    4.47    0.00  -19.08 6.451E-01

  10.540 24.605  9.62    2.53  -18.10    3.92    0.00  -14.18  1.580
   5.028  0.930  1.60    3.13  -22.64    3.89    0.00  -18.75 4.868E-01

  10.540 26.089 10.15    2.20  -17.41    3.37    0.00  -14.03  1.567
   4.726  0.930  1.64    2.72  -21.91    3.35    0.00  -18.56 3.675E-01

  10.540 27.777 10.71    1.90  -17.98    2.87    0.00  -15.10  1.548
   4.408  0.931  1.68    2.36  -22.67    2.87    0.00  -19.80 2.780E-01

  10.540  5.665  1.03   78.46  -77.19   58.58    0.00  -18.61  1.000
   9.971  0.962  0.92   94.07  -79.10   54.21    0.00  -24.88 2.873E+04

  10.540  5.828  1.08   74.17  -77.01   58.51    0.00  -18.50  1.000
   9.939  0.960  0.93   88.90  -78.93   54.21    0.00  -24.72 2.277E+04

  10.540  5.995  1.14   72.42  -76.82   58.41    0.00  -18.41  1.000
   9.906  0.960  0.93   86.77  -78.77   54.17    0.00  -24.60 1.799E+04

  10.540  6.168  1.20   70.10  -76.53   58.21    0.00  -18.32  1.000
   9.871  0.960  0.93   83.98  -78.52   54.05    0.00  -24.46 1.419E+04

  10.540  6.347  1.27   67.74  -76.14   57.93    0.00  -18.21  1.000
   9.834  0.959  0.93   81.14  -78.17   53.85    0.00  -24.32 1.115E+04

  10.540  6.531  1.34   65.47  -75.67   57.55    0.00  -18.12  1.000
   9.795  0.959  0.94   78.40  -77.75   53.56    0.00  -24.19 8.749E+03

  10.540  6.722  1.41   63.55  -75.13   57.10    0.00  -18.03  1.000
   9.754  0.958  0.94   76.10  -77.26   53.19    0.00  -24.07 6.843E+03

  10.540  6.919  1.49   60.31  -74.41   56.47    0.00  -17.94  1.000
   9.710  0.957  0.95   72.24  -76.60   52.67    0.00  -23.93 5.345E+03

  10.540  7.123  1.57   59.60  -73.75   55.89    0.00  -17.86  1.000
   9.665  0.958  0.95   71.36  -76.00   52.18    0.00  -23.82 4.156E+03

  10.540  7.334  1.66   56.42  -72.82   55.05    0.00  -17.77  0.988
   9.616  0.956  0.96   67.57  -75.15   51.46    0.00  -23.69 3.231E+03

  10.540  7.552  1.75   54.33  -71.82   54.16    0.00  -17.66  1.009
   9.565  0.956  0.96   65.08  -74.23   50.69    0.00  -23.55 2.504E+03

  10.540  7.779  1.85   53.33  -70.87   53.27    0.00  -17.60  1.010
   9.512  0.956  0.96   63.88  -73.35   49.90    0.00  -23.45 1.934E+03

  10.540  8.013  1.95   50.90  -69.66   52.11    0.00  -17.55  1.035
   9.455  0.956  0.97   60.98  -72.23   48.87    0.00  -23.36 1.494E+03

  10.540  8.256  2.05   48.66  -68.31   50.85    0.00  -17.47  1.056
   9.395  0.955  0.98   58.31  -70.99   47.74    0.00  -23.25 1.152E+03

  10.540  8.508  2.16   46.77  -66.91   49.53    0.00  -17.37  1.070
   9.332  0.955  0.98   56.06  -69.69   46.56    0.00  -23.12 8.858E+02

  10.540  8.769  2.28   45.17  -65.41   48.07    0.00  -17.34  1.074
   9.266  0.955  0.99   54.15  -68.30   45.23    0.00  -23.06 6.809E+02

  10.540  9.041  2.41   42.43  -63.68   46.37    0.00  -17.31  1.103
   9.195  0.954  1.00   50.90  -66.69   43.69    0.00  -23.00 5.236E+02

  10.540  9.323  2.54   41.14  -62.05   44.76    0.00  -17.30  1.098
   9.122  0.955  1.00   49.35  -65.17   42.22    0.00  -22.96 4.010E+02
